,pval,sub,accuracy,chance_mean,chance_std,visibility,pp1,pp2,frame_mean,frame_std,RT_mean,RT_std
0,0.42498575014249856,sub-01,0.5041006407864852,0.4999392764646098,6.681802869181521e-05,1.0,0.489769820971867,0.510230179028133,1.8772378516624042,1.0561080614900322,0.40946225635231,0.1955572574049645
1,9.99990000099999e-06,sub-01,0.8693104103343465,0.500678437949489,8.169219173138469e-05,2.0,0.4923747276688453,0.5076252723311547,2.9956427015250546,1.1163191200478575,0.41150427410026,0.20149955755486298
2,9.99990000099999e-06,sub-01,0.993723849372385,0.49975615152725217,7.771338034405458e-05,3.0,0.5408560311284046,0.4591439688715953,4.13035019455253,1.3539584112184913,0.40362054396580166,0.18178642624480124
3,0.011909880901190988,sub-02,0.5496807091117042,0.49977301416889897,6.817019856789884e-05,1.0,0.5563380281690141,0.44366197183098594,2.128169014084507,1.2533541588436115,0.47866134742802846,0.2500541255321898
4,9.99990000099999e-06,sub-02,0.7720469906662376,0.5002869900481606,8.065793076265582e-05,2.0,0.53276955602537,0.46723044397463004,3.1966173361522197,1.479039305747045,0.5417788315278401,0.2917127929941992
5,9.99990000099999e-06,sub-02,0.9352805470874187,0.4995108020531781,7.971185488280183e-05,3.0,0.44129554655870445,0.5587044534412956,4.174089068825911,1.7581667969774284,0.4246244977248021,0.25244279784886214
6,0.17553824461755382,sub-03,0.5215569085024861,0.4998473172174365,7.407330974119022e-05,1.0,0.5404929577464789,0.4595070422535211,1.647887323943662,0.9111761714800933,0.40925571039765024,0.26030875405067244
7,9.99990000099999e-06,sub-03,0.7115778840726106,0.499618373633891,6.88929913193567e-05,2.0,0.5115646258503401,0.4884353741496599,2.421768707482993,1.3417684039748186,0.40254233410315854,0.24980464044152254
8,9.99990000099999e-06,sub-03,0.9688978240302742,0.4992743586045046,9.57026893355797e-05,3.0,0.5203761755485894,0.47962382445141066,3.6739811912225706,1.3623854746232475,0.35640683093000214,0.1988088567437158
9,0.12181878181218188,sub-04,0.5252408260120343,0.4998867394023914,6.794010286919664e-05,1.0,0.47941567065073043,0.5205843293492696,3.4727755644090306,1.8913698946654318,0.5053221231665348,0.2320759668476373
10,9.99990000099999e-06,sub-04,0.789111930770322,0.5002604116385811,7.629508836205215e-05,2.0,0.5178907721280602,0.4821092278719397,5.0790960451977405,1.8516943765701854,0.5342959934080865,0.29586050428897503
11,9.99990000099999e-06,sub-04,0.9687253216890417,0.49997990600596887,8.487170829415734e-05,3.0,0.4963855421686747,0.5036144578313253,5.891566265060241,2.0792262705543036,0.47452997141573805,0.261140992837286
12,0.6826431735682643,sub-05,0.4917527198967361,0.5002227731786333,5.788347776801762e-05,1.0,0.7890743550834598,0.2109256449165402,3.4916540212443095,1.6566892488480225,0.42117701814961633,0.30304535538105243
13,9.99990000099999e-06,sub-05,0.9224547023295944,0.4997747749750689,8.120438467362298e-05,2.0,0.4894067796610169,0.510593220338983,5.154661016949152,1.8119832669389533,0.32449366918555855,0.19125972016822052
14,9.99990000099999e-06,sub-05,0.9914595774738328,0.5001996908463399,9.130049933945087e-05,3.0,0.509915014164306,0.49008498583569404,5.906515580736544,1.8267100833221406,0.32686736161254015,0.18257732030523968
15,0.005609943900560995,sub-06,0.5526579452094009,0.49987576474442413,6.651166207634773e-05,1.0,0.44385026737967914,0.5561497326203209,2.270053475935829,1.3977872112912664,0.5475490651950041,0.29497141399187765
16,9.99990000099999e-06,sub-06,0.7756905914295833,0.4997403148101242,9.074788363076733e-05,2.0,0.4905149051490515,0.5094850948509485,3.5799457994579944,1.542436392258226,0.7073785935839018,0.3250757526434616
17,9.99990000099999e-06,sub-06,0.9299334140435834,0.5000482228875024,7.655761564552781e-05,3.0,0.5304347826086957,0.46956521739130436,4.318260869565218,1.783381380787176,0.5801988963831378,0.29178715369845504
18,9.99990000099999e-06,sub-07,0.593116395494368,0.500017237155267,7.091532742490697e-05,1.0,0.5201793721973094,0.4798206278026906,2.8475336322869955,1.6386806235775782,0.4186898011149371,0.21130147351231807
19,9.99990000099999e-06,sub-07,0.7806824193263974,0.4996529040916799,7.226879374903195e-05,2.0,0.4507042253521127,0.5492957746478874,4.118935837245696,1.7598197003471057,0.4001530300977411,0.20055599409504307
20,9.99990000099999e-06,sub-07,0.9435892920042268,0.4992984594500848,9.39035958434442e-05,3.0,0.49258160237388726,0.5074183976261127,5.0474777448071215,2.0391133495889986,0.4339287060033806,0.19823349831230871
